item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacedBy,nature,natureLabel,source,sourceName,statedName,psid
Q128995,Anthony Eden,Q910308,Lord Privy Seal,1933-12-31,1935-06-01,,,,Q166635,Q333368,,,,,,Q128995-963A537C-4BEC-4803-BE89-5F9425C75841
Q128995,Anthony Eden,Q14211,Prime Minister of the United Kingdom,1955-04-06,1957-01-09,,,,Q8016,Q128985,,,,,,Q128995-502f8148-466f-f1e8-9951-2e7673cba0a5
Q128995,Anthony Eden,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1935-12-22,1938-02-20,,,,,,,,,,,Q128995-63C1B98B-1D59-4F78-8996-CB3874C67881
Q128995,Anthony Eden,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1940-12-22,1945-07-26,,,,,,,,,,,Q128995-646FDDB6-EFD9-4FBB-8B13-4E9A19D6A877
Q128995,Anthony Eden,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1951-10-28,1955-04-07,,,,,,,,,,,Q128995-4436AC5C-672E-4B9B-86C6-155D2BF4997E
Q4773176,Anthony Nelson,Q5333410,Economic Secretary to the Treasury,1992-04-14,1995-07-06,,,,Q333007,Q4762477,,,https://members.parliament.uk/member/1114/career,,,Q4773176-E9E2C37F-BAE7-4686-BE95-06DC1C192BC3
Q4773176,Anthony Nelson,Q6866372,Minister of State for Trade,1995-07-06,1997-05-02,,,,Q7328015,Q333554,,,,,,Q4773176-CA058D0F-E185-4797-B2E6-40C6703ADC19
Q333766,"Antony Head, 1st Viscount Head",Q2747647,Secretary of State for Defence,1956-10-18,1957-01-09,,,,Q332995,Q203129,,,,,,Q333766-2F2E8EC9-83C3-4EC4-8EAA-17B71641DB21
Q4786226,Archibald Boyd-Carpenter,Q5449647,Financial Secretary to the Treasury,1923-03-12,1923-05-01,,,,Q6262813,Q330604,,,,,,Q4786226-5CA58888-A9E7-4959-9BB3-B8678BD71089
Q244620,"Archibald Primrose, 5th Earl of Rosebery",Q2012061,Leader of the House of Lords,1894-03-05,1895-06-21,,,,Q335342,Q243705,,,,,,Q244620-46C5FAC1-9C33-49BF-A48B-6AF3FAEB2683
Q244620,"Archibald Primrose, 5th Earl of Rosebery",Q943379,Lord President of the Council,1894-03-10,1895-06-21,,,,Q335342,Q334063,,,,,,Q244620-7E9FA6C3-52C8-4091-A4B6-5E058DA2B0BF
Q244620,"Archibald Primrose, 5th Earl of Rosebery",Q910308,Lord Privy Seal,1885-03-05,1885-06-09,,,,Q1960282,Q5311966,,,,,,Q244620-9191F32F-60B7-42B9-B9BD-531822E62543
Q244620,"Archibald Primrose, 5th Earl of Rosebery",Q14211,Prime Minister of the United Kingdom,1894-03-05,1895-06-22,,,,Q160852,Q243705,,,,,,Q244620-E2F300A8-EF95-4201-865A-3B1C5D425D61
Q244620,"Archibald Primrose, 5th Earl of Rosebery",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1886-02-06,1886-08-03,,,,,Q332650,,,,,,Q244620-B78C7345-866B-4F69-9490-D87E9CC595A2
Q244620,"Archibald Primrose, 5th Earl of Rosebery",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1892-08-18,1894-03-10,,,,Q243705,Q335342,,,,,,Q244620-3A4A4BBB-F480-4818-A188-263BC33FE745
Q4786520,"Archibald Sinclair, 1st Viscount Thurso",Q3477296,Secretary of State for Air,1940-05-11,1945-05-23,,,,Q333429,Q128985,,,,,,Q4786520-7109A44D-FD49-42B8-A267-86FD2F565497
Q4786520,"Archibald Sinclair, 1st Viscount Thurso",Q111784,Secretary of State for Scotland,1931-08-25,1932-09-28,,,,Q337459,Q5576408,,,,,,Q4786520-2EF3B392-045D-4EFA-8C14-C49C1EB658BC
Q332870,"Archie Hamilton, Baron Hamilton of Epsom",Q6866379,Minister of State for the Armed Forces,1988-07-25,1993-05-27,,,,Q1474995,Q333159,,,,,,Q332870-342F0BDC-3665-4EAC-8A62-D46E14F0DFBF
Q13426124,"Aretas Akers-Douglas, 1st Viscount Chilston",Q2484309,Home Secretary,1902-07-12,1905-12-05,,,,Q669029,Q2347324,,,,,,Q13426124-FE6B5755-5554-4237-9496-F02D0298089F
Q708421,"Arthur Annesley, 1st Earl of Anglesey",Q910308,Lord Privy Seal,,,,,,,,,,,,,Q708421-3F974600-ABF5-4BBF-B71C-841AFD617D9B
Q19008,Arthur Balfour,Q2636053,Leader of the House of Commons,1891-10-01,1892-08-11,,,,Q176472,Q160852,,,,,,Q19008-BBCFF8FB-7CE3-468B-B42C-4CA31956D620
Q19008,Arthur Balfour,Q2636053,Leader of the House of Commons,1895-06-29,1905-12-04,,,,Q775821,Q106618,,,,,,Q19008-D3CBF6EE-CBA7-4A7C-A8A9-7997B54C7171
Q19008,Arthur Balfour,Q943379,Lord President of the Council,1925-04-27,1929-06-04,,,,Q271878,Q337704,,,,,,Q19008-69837A0C-0114-4DD4-97B8-14DFB642AB37
Q19008,Arthur Balfour,Q910308,Lord Privy Seal,1902-07-11,1903-10-17,,,,Q243705,Q4381482,,,,,,Q19008-323CE893-E37D-4A8B-BC56-03DB0F0DBA3C
Q19008,Arthur Balfour,Q14211,Prime Minister of the United Kingdom,1902-07-11,1905-12-05,,,,Q243705,Q106618,,,,,,Q19008-9BED6C16-35AF-4A70-84F7-F0C9C702D365
Q19008,Arthur Balfour,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1916-12-10,1919-10-23,,,,Q335187,,,,,,,Q19008-DC0C8A16-5F66-4412-852A-82A005B9C76F
Q19008,Arthur Balfour,Q111784,Secretary of State for Scotland,1886-08-05,1887-03-11,,,,Q6254150,Q2782520,,,,,,Q19008-2A2F8879-AA04-4CDC-A4FB-8B59A19D8069
Q336598,"Arthur Cockfield, Baron Cockfield",Q162754,Chancellor of the Duchy of Lancaster,1983-06-11,1984-09-11,,,,Q327810,Q5608241,,,,,,Q336598-B2845CF3-1C49-4DF5-B647-D17DE85ACEE4
Q336598,"Arthur Cockfield, Baron Cockfield",Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",1982-04-06,1983-06-11,,,,Q332691,Q327810,,,,,,Q336598-6A9FEEA5-274D-45D2-8DDC-38D7E1C71383
Q4798589,Arthur Elliot,Q5449647,Financial Secretary to the Treasury,1903-04-10,1903-10-09,,,,Q8011065,Q2411883,,,,,,Q4798589-4438348A-20D7-48E2-8800-F97D2BE1327E
Q333174,Arthur Greenwood,Q910308,Lord Privy Seal,1945-07-27,1947-04-17,,,,Q332454,Q7183808,,,,,,Q333174-F5C7050F-D94E-42DA-AC1A-3E38B5FF27B2
Q333174,Arthur Greenwood,Q1060844,Paymaster General,1946-07-09,1947-03-05,,,,Q335593,Q1618119,,,,,,Q333174-DCE2601A-D708-42A5-BE03-FEA5A5288C58
Q333174,Arthur Greenwood,Q3397406,Secretary of State for Health and Social Care,1929-06-07,1931-08-24,,,,Q10664,Q10664,,,,,,Q333174-647DC91A-8922-45BD-B437-8AEA1B373407
Q4798898,Arthur Griffith-Boscawen,Q3397406,Secretary of State for Health and Social Care,1922-10-24,1923-03-07,,,,Q333591,Q10664,,,,,,Q4798898-9DABEFB9-17B3-4172-9F41-8249003BAC54
Q208665,Arthur Henderson,Q2484309,Home Secretary,1924-01-23,1924-11-04,,,,Q5586304,Q330604,,,,,,Q208665-D1EE0F28-43D2-4C83-B479-0FD02C643898
Q208665,Arthur Henderson,Q1060844,Paymaster General,1916-08-18,1916-12-10,,,,Q17326575,Q6282214,,,,,,Q208665-CA275920-E299-4D0F-9945-6A521911EE9B
Q208665,Arthur Henderson,Q3477306,Secretary of State for Education,1915-05-25,1916-08-18,,,,Q6114554,Q336421,,,,,,Q208665-E42F9CB8-D641-4592-9B1D-4B9496FD6AA0
Q208665,Arthur Henderson,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1929-06-07,1931-08-24,,,,Q188999,Q336036,,,,,,Q208665-37183BF4-9A8E-4B06-AD76-D5636BB8F3F7
Q336479,"Arthur Ponsonby, 1st Baron Ponsonby of Shulbrede",Q162754,Chancellor of the Duchy of Lancaster,1931-03-13,1931-08-24,,,,Q129006,Q957575,,,,,,Q336479-6AC1777C-57E7-4098-BBC6-BE7E59E469F9
Q4800220,"Arthur Salter, 1st Baron Salter",Q162754,Chancellor of the Duchy of Lancaster,1945-05-25,1945-07-26,,,,Q5392836,Q1699462,,,,,,Q4800220-D15BA1C2-D8D8-4E1E-B9E1-C7653F310FB7
Q4800223,"Arthur Samuel, 1st Baron Mancroft",Q5449647,Financial Secretary to the Treasury,1927-11-01,1929-06-05,,,,Q5614408,Q5498549,,,,,,Q4800223-BE8EBD20-0CDF-4466-B0DE-4B0B367EA246
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q2484309,Home Secretary,1834-11-15,1834-12-15,,,,Q6253138,Q5722116,,,,,,Q131691-9bb28d02-4272-eb9c-9507-aa581ce5a544
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q2012061,Leader of the House of Lords,1828-01-01,1830-11-01,,,,Q312591,Q294662,,,,,,Q131691-7FD05170-D34F-4B71-93C0-673B51D3F404
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q2012061,Leader of the House of Lords,1834-11-17,1835-04-08,,,,Q312567,Q312567,,,,,,Q131691-AD56D591-5A95-43C6-8DF4-C3C443CFCD95
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q2012061,Leader of the House of Lords,1841-09-03,1846-06-27,,,,Q312567,Q332639,,,,,,Q131691-4A1C7F1C-379A-46E3-BCB8-AC26782B39F2
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q14211,Prime Minister of the United Kingdom,1828-01-22,1830-11-16,,,,Q312591,Q294662,,,,,,Q131691-57e20bdc-4772-0d23-7745-d07095919164
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q14211,Prime Minister of the United Kingdom,1834-11-17,1834-12-09,,,,Q312567,Q181875,,,,,,Q131691-a9aa5d56-4f83-0a7a-0e84-53d27cf4972f
Q131691,"Arthur Wellesley, 1st Duke of Wellington",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1834-11-14,1835-04-18,,,,Q193656,Q193656,,,,,,Q131691-8b9d76b3-4c5c-4ed8-fefb-5016b96edb02
Q4800743,Arthur Woodburn,Q111784,Secretary of State for Scotland,1947-10-07,1950-02-28,,,,Q6287870,Q3428035,,,,,,Q4800743-0b89c922-4ff1-1b3b-fba9-937ab91d01fa
Q337671,"Auckland Geddes, 1st Baron Geddes",Q6866304,Minister of Reconstruction,1919-01-01,1919-01-01,,,,,,,,,,,Q337671-24af0817-4547-8d57-41d9-eff40a2cce3c
Q337671,"Auckland Geddes, 1st Baron Geddes",Q7241340,President of the Local Government Board,1918-01-01,1919-01-01,,,,,,,,,,,Q337671-c2935d80-457e-5fd9-caa6-b40452e6d961
Q333216,Augustine Birrell,Q3477306,Secretary of State for Education,1905-12-10,1907-01-23,,,,Q5083121,Q333710,,,,,,Q333216-EF83AC24-8BC2-45BF-99B5-E4C7B38673E0
Q312583,"Augustus FitzRoy, 3rd Duke of Grafton",Q2012061,Leader of the House of Lords,1766-01-01,1770-01-28,,,,Q378043,Q38308,,,,,,Q312583-8969494A-E313-478C-A4C2-DEF1827BC7F3
Q312583,"Augustus FitzRoy, 3rd Duke of Grafton",Q910308,Lord Privy Seal,1771-01-01,1775-01-01,,,,Q5723301,Q3568789,,,,,,Q312583-9f7f4a44-453b-e8e8-7f32-4cc5ad262f94
Q312583,"Augustus FitzRoy, 3rd Duke of Grafton",Q910308,Lord Privy Seal,1782-01-01,1783-01-01,,,,Q3568789,Q2079507,,,,,,Q312583-276ca5f8-4bcf-740b-a603-d60108bab26c
Q312583,"Augustus FitzRoy, 3rd Duke of Grafton",Q14211,Prime Minister of the United Kingdom,1768-10-14,1770-01-28,,,,Q208663,Q312593,,,,,,Q312583-AA90DAFF-EA44-4060-8CC3-CA99FFFBB963
Q188999,Austen Chamberlain,Q531471,Chancellor of the Exchequer,1903-10-09,1905-12-04,,,,Q669029,Q166714,,,,,,Q188999-85763AEB-2D95-4043-9B52-6DBE47646B01
Q188999,Austen Chamberlain,Q5449647,Financial Secretary to the Treasury,1900-11-07,1902-08-11,,,,Q7351090,Q8011065,,,,,,Q188999-AE7349DA-0972-4493-8009-8C9C8EFEE1E2
Q188999,Austen Chamberlain,Q2636053,Leader of the House of Commons,1921-03-23,1922-10-19,,,,Q166663,Q166663,,,,,,Q188999-04FE56D5-39B4-4880-BC01-EED26261C19F
Q188999,Austen Chamberlain,Q910308,Lord Privy Seal,1921-04-01,1922-10-23,,,,Q166663,Q12702,,,,,,Q188999-49A9AA68-0856-4840-9755-16061D46E088
Q188999,Austen Chamberlain,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1924-11-03,1929-06-04,,,,Q166646,Q208665,,,,,,Q188999-70133013-34A1-4A27-A5E2-E53A038859E3
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Q3068024,First Secretary of State,1968-04-06,1970-06-19,,,,Q333773,Q332314,,,,,,Q2883936-9F0FFE1C-F4E5-42AE-873B-E31C41D947D8
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Q7444342,Secretary of State for Employment,1968-04-06,1970-06-19,,,,Q7297562,Q333896,,,,,,Q2883936-C26664D4-43A2-45FC-9AD9-E0EAC35C9097
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Q3397406,Secretary of State for Health and Social Care,1974-03-05,1976-04-08,,,,Q333694,Q5233398,,,,,,Q2883936-DCB54903-9BA6-4303-8316-84FEF594A75F
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Q4122328,Secretary of State for Health and Social Services,1974-03-05,1976-04-08,,,,Q333694,Q5233398,,,,,,Q2883936-5D3B6ABD-4F91-473D-BD38-B8539E7CEF44
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Q7444352,Secretary of State for International Development,1964-10-18,1965-12-23,,,,,Q15054299,,,,,,Q2883936-6C4585EB-4B3F-4498-8FD0-09AC8799A4F7
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",Q3246797,Secretary of State for Transport,1965-12-23,1968-04-06,,,,Q7815859,Q333512,,,,,,Q2883936-95FE2DDF-ADB4-4768-82B5-1D399D1FF833
Q660827,Barbara Follett,Q25909926,Minister for Culture and Tourism,2008-10-04,2009-09-22,,,,Q688913,Q688913,,,,,,Q660827-44F5D14E-4D79-453F-BC61-4D106F98E530
Q4859256,Barbara Roche,Q5449647,Financial Secretary to the Treasury,1999-01-04,1999-07-29,,,,Q575217,Q272346,,,,,,Q4859256-1F2CB014-60F6-4007-96CB-906517B4DFCB
Q391169,Barry Gardiner,Q108558769,"Parliamentary Under-Secretary of State for Biodiversity, Landscape and Rural Affairs",2006-05-05,2007-06-28,,,,Q334359,Q672124,,,,,,Q391169-F5F7DA9B-5BF6-4AFD-9AD1-8EAC05807021
Q391169,Barry Gardiner,Q108558772,Parliamentary Under-Secretary of State for Delivery and Efficiency,2005-05-10,2006-05-05,,,,Q7032412,,,,,,,Q391169-187D4377-8B46-417F-A0AB-656E5F52639A
Q391169,Barry Gardiner,Q105274642,Parliamentary Under-Secretary of State for Northern Ireland,2004-04-02,2005-05-10,,,,Q6152441,Q1379995,,,,,,Q391169-88B782C0-2808-4A14-8403-045BA51B90D1
Q264618,Ben Bradshaw,Q3297079,"Secretary of State for Culture, Media and Sport",2009-06-05,2010-05-11,,,,Q269909,Q333533,,,,,,Q264618-D0C8D1EC-AC49-4693-A737-C064F026A7C5
Q392174,Ben Gummer,Q6865995,Minister for the Cabinet Office,2016-07-14,2017-06-11,,,,Q478161,Q391960,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-minister-for-cabinet-office,,,Q392174-b08bbb43-4206-928e-2e77-2c562f797d8e
Q4886592,Ben Turner,Q7444267,Secretary for Mines,1929-06-01,1930-06-05,,,,Q5301689,Q333582,,,,,,Q4886592-F8C8CE2D-A0F6-437C-9D0B-2FB84C258CDB
Q263166,Ben Wallace,Q6865949,Minister of State for Security,2016-07-17,2019-07-24,,,,Q478686,Q749687,,,,,,Q263166-BC5EE2F4-C186-4D91-A225-8FE8D9EC8720
Q263166,Ben Wallace,Q2747647,Secretary of State for Defence,2019-07-24,,,,,Q580464,,,,https://www.gov.uk/government/ministers,Ben Wallace,Secretary of State for Defence,Q263166-7993fb77-429a-d8e9-7979-00664614fb0a
Q82006,Benjamin Disraeli,Q531471,Chancellor of the Exchequer,1866-07-06,1868-02-29,,,,,Q334272,,,,,,Q82006-DB3E748C-146E-49E8-9CE8-927D95E1992C
Q82006,Benjamin Disraeli,Q2636053,Leader of the House of Commons,1852-02-27,1852-12-17,,,,Q157259,Q157259,,,,,,Q82006-74F2EBAA-C9D8-447A-9EEE-A61A506BF22A
Q82006,Benjamin Disraeli,Q2636053,Leader of the House of Commons,1858-02-26,1859-06-11,,,,Q193656,Q193656,,,,,,Q82006-5C41D335-D563-4B40-AC35-B8EB763423B4
Q82006,Benjamin Disraeli,Q2636053,Leader of the House of Commons,1866-07-06,1868-12-01,,,,Q160852,Q160852,,,,,,Q82006-27B7155A-C06D-4248-B6E4-15E45DDC7FB0
Q82006,Benjamin Disraeli,Q2636053,Leader of the House of Commons,1874-02-20,1876-08-21,,,,Q160852,Q332650,,,,,,Q82006-3F6CD374-E3B0-4AB8-A8D1-6D5E7C666953
Q82006,Benjamin Disraeli,Q2012061,Leader of the House of Lords,1876-08-21,1880-04-21,,,,Q333488,Q334053,,,,,,Q82006-674F2CE2-0ABE-4AE5-B0D5-83145C6F52D1
Q82006,Benjamin Disraeli,Q910308,Lord Privy Seal,1876-08-12,1878-02-04,,,,Q321003,Q337686,,,,,,Q82006-9FC51D7B-3E61-4B9A-82AA-2ACE365DCD5A
Q82006,Benjamin Disraeli,Q14211,Prime Minister of the United Kingdom,1868-02-27,1868-12-01,,,,Q237829,Q160852,,,,,,Q82006-70333309-46b8-6f5e-a7a8-916ccac8a08d
Q82006,Benjamin Disraeli,Q14211,Prime Minister of the United Kingdom,1874-02-20,1880-04-21,,,,Q160852,Q160852,,,,,,Q82006-5A8C4A7C-92DD-42B4-8AC4-7B709E75B532
Q2568971,"Benjamin Hall, 1st Baron Llanover",Q3397406,Secretary of State for Health and Social Care,1854-10-14,1855-08-13,,,,Q5991023,Q8007204,,,,,,Q2568971-DA22603C-36D9-4EE4-B55F-B6349A806AC5
Q727852,Bernard Jenkin,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2003-11-11,2005-05-06,,,,Q333493,Q332954,,,,,,Q727852-5FEFE8AF-33D8-4561-BA9E-2F986B2FA60A
Q775059,Beverley Hughes,Q6865755,Minister of State for Children,2006-05-05,2009-06-05,,,,Q302815,Q575217,,,,,,Q775059-BE6C1A6A-1D0D-4998-8199-93950223240C
Q767696,Bill Rammell,Q4146869,Minister of State for Foreign Affairs,2008-10-05,2009-06-08,,,,Q736160,Q749659,,,,,,Q767696-A4AA5B6B-FD13-48F6-81F1-2E774256A941
Q767696,Bill Rammell,Q6866379,Minister of State for the Armed Forces,2009-06-08,2010-05-11,,,,Q258738,Q478369,,,,,,Q767696-378CEAB6-F185-4C8E-AA8A-963341FDCA47
Q258738,Bob Ainsworth,Q6866379,Minister of State for the Armed Forces,2007-06-29,2009-05-05,,,,Q350602,Q767696,,,,,,Q258738-2985B2F0-29A1-477E-93D6-A018DF20A9C1
Q258738,Bob Ainsworth,Q2747647,Secretary of State for Defence,2009-06-05,2010-05-11,,,,Q332562,Q332374,,,,,,Q258738-A0E3E54F-7775-42AF-926E-C9432FCC12BE
Q166663,Bonar Law,Q531471,Chancellor of the Exchequer,1916-12-10,1919-01-10,,,,Q333710,Q188999,,,,,,Q166663-19B9217E-94D7-4D06-9637-C752103D5B8C
Q166663,Bonar Law,Q2636053,Leader of the House of Commons,1916-12-10,1921-03-23,,,,Q166714,Q188999,,,,,,Q166663-23DCD4F9-F834-4A2B-ADC2-EA7F50F18D30
Q166663,Bonar Law,Q2636053,Leader of the House of Commons,1922-10-23,1923-05-22,,,,Q188999,Q166635,,,,,,Q166663-6E6B9746-D232-43A0-B12B-0D7F8FD8AD2E
Q166663,Bonar Law,Q910308,Lord Privy Seal,1919-01-10,1921-04-01,,,,Q3703236,Q188999,,,,,,Q166663-ACC4AAA8-272F-4B48-A20D-383BF89B3138
Q166663,Bonar Law,Q14211,Prime Minister of the United Kingdom,1922-10-23,1923-05-22,,,,Q134982,Q166635,,,,,,Q166663-6EC0D730-7DA1-439F-BF46-638580CBE958
Q180589,Boris Johnson,Q609884,First Lord of the Treasury,2019-07-25,,,,,Q264766,,,,https://www.royal.uk/court-circular?text=&mrf=2&date%5Bmin%5D%5Bdate%5D=25%2F07%2F2019&date%5Bmax%5D%5Bdate%5D=25%2F07%2F2019&id=,,,Q180589-53c102e6-4da6-2f30-1940-bbeb0a084557
Q180589,Boris Johnson,Q609884,First Lord of the Treasury,2019-07-25,,,,,Q264766,,,,https://www.gov.uk/government/ministers,Boris Johnson,First Lord of the Treasury,Q180589-53c102e6-4da6-2f30-1940-bbeb0a084557
Q180589,Boris Johnson,Q3315116,Minister for the Civil Service,2019-07-24,,,,,Q264766,,,,https://www.gov.uk/government/ministers,Boris Johnson,Minister for the Civil Service,Q180589-22f84501-4154-f133-0f1d-3e61f3edd4ee
Q180589,Boris Johnson,Q65988624,Minister for the Union,2019-07-26,,,,,,,,,https://www.gov.uk/government/ministers/minister-for-the-union,,,Q180589-5f082af7-4b01-48ee-4ae1-4135d66c611d
Q180589,Boris Johnson,Q14211,Prime Minister of the United Kingdom,2019-07-24,,,,77,Q264766,,,,https://www.gov.uk/government/ministers,Boris Johnson,Prime Minister,Q180589-40c674a8-4cbe-09e0-72ac-7fb866cdc5a0
Q180589,Boris Johnson,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,2016-07-13,2018-07-09,,,,Q332987,Q333533,,,http://www.bbc.co.uk/news/uk-politics-36785814,,,Q180589-49598f13-4c4b-75c7-d819-dd5f68e6d12f
Q180589,Boris Johnson,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,2016-07-13,2018-07-09,,,,Q332987,Q333533,,,https://www.theguardian.com/politics/2018/jul/09/boris-johnson-resigns-as-foreign-secretary-brexit,,,Q180589-49598f13-4c4b-75c7-d819-dd5f68e6d12f
Q180589,Boris Johnson,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,2016-07-13,2018-07-09,,,,Q332987,Q333533,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-foreign-secretary,,,Q180589-49598f13-4c4b-75c7-d819-dd5f68e6d12f
Q749687,Brandon Lewis,Q6865933,Minister of State for Crime and Policing,2016-07-16,2017-06-11,,,,Q575593,Q691299,,,,,,Q749687-D91BCD9D-8293-425B-B66A-5C4DF6F8759D
Q749687,Brandon Lewis,Q105070637,Minister of State for Housing,2014-07-15,2016-07-16,,,,Q689452,Q260651,,,,,,Q749687-E7DE78A1-92B7-4350-838F-1DDD5D91DB53
Q749687,Brandon Lewis,Q6865949,Minister of State for Security,2019-07-24,2020-02-13,,,,Q263166,Q265140,,,,,,Q749687-B85908A7-C457-4A8A-841D-601B863FFF18
Q749687,Brandon Lewis,Q61412205,Minister without Portfolio,2018-01-08,2019-07-24,,,,Q392375,Q6131460,,,,,,Q749687-9C64171A-270E-480E-8123-EEFD1E340016
Q749687,Brandon Lewis,Q108046539,Parliamentary Under-Secretary of State for Communities and Local Government,2012-09-04,2014-07-15,,,,Q577771,Q689452,,,,,,Q749687-7A66EF68-8B3F-4B1B-B0E5-6FE3CAFA7F51
Q749687,Brandon Lewis,Q1369302,Secretary of State for Northern Ireland,2020-02-13,,,,22,Q390794,,,,https://www.gov.uk/government/ministers,Brandon Lewis,Secretary of State for Northern Ireland,Q749687-80b88a46-4927-2424-3165-7c7aecc9ff9d
Q333410,"Brian Mawhinney, Baron Mawhinney",Q23304196,Minister of State for Health,1992-04-14,1994-07-20,,,,Q332696,Q5552860,,,,,,Q333410-63F623CC-A94E-4BBD-8EF7-25DA2007A7E0
Q333410,"Brian Mawhinney, Baron Mawhinney",Q61412205,Minister without Portfolio,1995-07-05,1997-05-02,,,,Q333159,Q310046,,,,,,Q333410-914F2679-94CC-4C4C-B707-8D8001F2A795
Q333410,"Brian Mawhinney, Baron Mawhinney",Q3246797,Secretary of State for Transport,1994-07-20,1995-07-05,,,,Q332940,Q259836,,,,,,Q333410-E697510E-AD0C-464F-984D-905BCF9E4F9A
Q338231,Brian Wilson,Q104878753,Minister for Africa,2001-01-24,2001-06-11,,,,Q333165,,,,,,,Q338231-ED7323BA-8FE7-4E86-9A43-1375015B6BDD
Q338231,Brian Wilson,Q4146869,Minister of State for Foreign Affairs,2001-01-24,2001-06-11,,,,Q333165,Q695061,,,,,,Q338231-72822B63-3367-440C-94E1-70D4F9F6E93C
Q338231,Brian Wilson,Q6866372,Minister of State for Trade,1998-07-28,1999-07-28,,,,Q333554,Q338166,,,,,,Q338231-2D244C04-CBF4-4753-B9A4-6A217CF79658
Q333293,Bruce Millan,Q111784,Secretary of State for Scotland,1976-04-08,1979-05-04,,,,Q333404,Q333145,,,,,,Q333293-945ACCAE-B9DD-4914-9FB3-1DC04B69B4C4
Q300107,Caroline Dinenage,Q104865603,Minister of State for Social Care,2018-01-09,2020-02-13,,,,Q302546,Q20747098,,,,,,Q300107-DD2C0B05-1319-4755-B2B9-A77EC1D6E912
Q300107,Caroline Dinenage,Q108558696,"Parliamentary Under-Secretary of State for Family Support, Housing and Child Maintenance",2017-06-14,2018-01-09,,,,Q577227,Q6417459,,,,,,Q300107-629CB7EC-EAB5-4027-BBC4-211359B24684
Q251095,Caroline Flint,Q108443210,Minister for Yorkshire and the Humber,2007-06-28,2008-01-24,,,,,Q261773,,,,,,Q251095-B2C8FB02-DDA7-4A82-8051-F26463629D75
Q251095,Caroline Flint,Q6865827,Minister of State for Europe,2008-10-03,2009-06-05,,,,Q333702,Q336537,,,,,,Q251095-4F34D53F-F93C-4E5D-AF27-267EC659D20C
Q251095,Caroline Flint,Q23304231,Minister of State for Public Health,2005-05-10,2007-06-28,,,,Q6811295,Q575217,,,,,,Q251095-7A8213A7-3C1B-4642-B5C4-B659A81FE846
Q251095,Caroline Flint,Q108443202,Parliamentary Under-Secretary of State for Home Affairs,2003-06-13,2005-05-10,,,,Q186770,Q269909,,,,,,Q251095-98CBF370-9728-4A7E-907A-D781D0C8C602
Q251095,Caroline Flint,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2010-10-08,2011-10-07,,,,Q300069,Q262742,,,,,,Q251095-FE4DF28E-EC16-4402-8727-A494AAD2DFA9
